HSCode,Description,Unit,Quantity,Imports_Value,Imports_Revenue
84669200,Parts and accessories for machines of 846 5 .,PCS,3855,798,157
84669300,Parts and accessories for machines of 845 6 to 8461,PCS,15,340,44
84669400,Parts and accessories for machines of 846 2 to 8463,PCS,623,9091,1690
84671100,"Pneumatic tools, rotary type, for working   n the hand",PCS,16849,1800,436
84671900,"Pneumatic tools (excl rotary type), for w o king in the hand.",PCS,1422,2599,599
84672100,"Drills and kinds, with self-contanied ei c  ric motor",PCS,7011,23581,4889
84672200,"Saws, with self-contanied electric motor  .",PCS,19036,2287,563
84672900,"Other tools, with self-contanied electric   otor.",PCS,28347,53451,12811
84678100,Chain saws with non-electric motor   .,PCS,107,423,104
84678900,"Tools for working in the hand, with non-el  ctric motor, nes.",PCS,405,2994,695
84679100,Parts of chain saws   .,PCS,2910,52,23
84679200,Parts of pneumatic tools  . .,PCS,106,121,20
84679900,"Parts of hand-tools, with non-electric mot  r, nes",PCS,70608,11555,2185
84681000,"Hand-held blow pipes for soldering, brazin   or welding",PCS,200,426,78
84682000,"Gas-operated machinery and apparatus, for   oldering, brazing or welding.",PCS,353,439,82
84688000,"Machinery and apparatus for soldering, bra  ing or welding, nes",PCS,2465,8006,1456
84689000,"Parts of soldering, brazing or welding mac  inery and apparatus",PCS,3581,1403,238
84701000,Elec calculators operating without extern a  elec power; pocket-size data record.,PCS,48463,9130,1232
84702900,"Electronic calculating machines, nes, with  ut a printing device.",PCS,73130,12914,1746
84703000,Calculating machines (excl electronic)   .,PCS,77410,10945,1601
84705000,Cash registers   .,PCS,609,7741,1007
84709000,"Postage-franking machines, ticket-issuing   achines, etc.",PCS,23,1484,193
84713010,Laptop and note book,PCS,12645,763669,98500
84713020,Tablet,PCS,315,14009,1827
84713090,Other portable automatic data processing machine,PCS,1618,55669,7238
84714100,"Non-portable ADP machines, comprising at l  ast CPU & input/output unit in same h",PCS,1597,43864,5618
84714900,"Non-portable ADP machines, nes, presented   n the form of systems",PCS,1071,34329,4466
84715010,Computer Server or Network Server  .,PCS,117,121761,13150
84715090,Other than computer or network server. .,PCS,53,54537,7054
84716010,Keyboard,PCS,29764,7505,985
84716020,Scanner,PCS,2384,23146,3012
84716030,Mouse,PCS,42279,7718,1005
84716090,Other input unit,PCS,2963,25828,3358
84717010,Computer's Internal Harddisk . .,PCS,29949,74933,10470
84717020,Computer External Portable Harddisk +,PCS,760,4649,882
84717090,Other Storage Unit,PCS,2346,82986,10554
84718000,Units of automatic data processing machine   nes.,PCS,3750,3218,427
84719000,Magnetic or optical readers; machines for   ranscribing data onto data medianes,PCS,6045,2512,332
84723000,"Machines for dealing (sorting,folding,inse  ting in envolop,opening,closing etc)w",PCS,2,7,2
84729010,Automatic Teller Machine (ATM),PCS,55,26868,8047
84729020,Automatic Bank Note Dispenser,PCS,182,4659,1396
84729030,Perforating Machine,PCS,153,917,275
84729040,Stapling Machine,PCS,453,558,188
84729090,Other,PCS,72601,5816,1743
84732900,Parts and accessories of machines of 8470 3  to 847090,PCS,5,20,3
84733000,Parts and accessories of the machines of 8  71,PCS,46615,79923,10960
84734000,Parts and accessories of the machines of 8  72,PCS,1210,4569,853
84735000,Parts & acccessories equally suitable for   se with machines of >= 2 of hdgs 8469,PCS,126,22,3
84741000,"Sorting, screening, separating or washing   achines for earth, stone, ores, etc",PCS,4,4114,178
84742000,"Crushing or grinding machines for earth, s  one, ores, etc",PCS,30,98829,999
84743100,Concrete or mortar mixers   .,PCS,97,144387,1440
84743200,Machines for mixing mineral substances wit   bitumen.,PCS,8,7016,70
84743900,"Mixing or kneading machines for earth, sto  e, ores, etc nes.",PCS,509,3380,87
84748000,"Other machinery for sorting, screening, se  aratinga earth, stone, ores, etc, nes",PCS,23,20939,204
84749000,Parts of machinery of 8474   .,PCS,7251,88147,16300
84751000,"Machines for assembling electric lamps, tu  es of flash bulbs in glass envelopes.",PCS,1,3558,36
84752900,Machines for manufacturing or hot working   lass or glassware(excl optical fibres,PCS,7,334,17
84759000,Parts of machines of 8475   .,PCS,71,30,2
84762900,"Automatic beverage-vending machines, witho  t heating or refrigerating devices",PCS,59,281,52
84768900,"Automatic vending machines without heating  refrigerating devices,nes(exclbev m",PCS,57,791,148
84769000,Parts for automatic goods-vending machines  .,PCS,847,43,8
84771000,"Injection-moulding machines for working rubber or plastics, etc.",PCS,22,60446,3023
84772000,Extruders for working rubber or plastics a  d making products thereof,PCS,90,20472,308
84773000,"Blow moulding machines for working rubber   r plastics, etc",PCS,5,3585,36
84775100,"Machinery for moulding or retreading pneum  tic tyresa, or forming inner tubes",PCS,2,83,4
84775900,"Machinery for moulding or forming rubber o   plastics, etc, nes",PCS,51,8279,83
84778000,"Machinery for working rubber/plastics or m  king products thereof, nes",PCS,94,185005,1998
84779000,"Parts of machinery for working rubber or p  astics, etc",PCS,925,12032,1565
84789000,Parts of machinery preparing or making up   obacco,PCS,47,921,172
84791000,"Machinery for public works, building or the like [UN.",PCS,356,4385,56
84792000,Machinery for the extraction or preparation of animal or fixed vegetable or microbial,PCS,809,51597,555
84793000,"Machinery for treating wood or cork, havin   individual functions",PCS,10,10942,516
84794000,Rope or cable-making machines   .,PCS,1,674,34
84796000,Evaporative air coolers   .,PCS,421,2883,692
84797900,Other passenger boarding bridge   .,PCS,2,13,2
84798100,"Machines for treating metal, incl electri c wire coil-winders, having individual",PCS,23,40186,405
84798200,"Machines for mixing, kneading, crushing,gr  nding,, having individual functions",PCS,59,14848,329
84798910,Machinery for soap Industry   .,PCS,18,7258,149
84798920,Semens Ceiling Filling Machine,PCS,203,295,0
84798940,Garbage Compactor machine,PCS,1,3199,32
84798950,Machine for production of Medicines,PCS,23,16130,161
84798970,Machine for the production of bio fuel,PCS,1,6886,69
84798980,Machine for the production of bag from jute or textile,PCS,5,10443,105
84798991,Air humidifier and dehumidifier,PCS,45,5587,575
84798999,"Other- machines & mechanical appliances having individual functions, nes",PCS,3644,7551,1773
84799000,"Parts of machines heading 8479 having ind i idual functions, nes.",PCS,10353,14910,2774
84801000,Moulding boxes for metal foundry  . .,PCS,362,892,13
84802000,Mould bases   .,PCS,6069,8528,383
84803000,Moulding patterns   .,PCS,42,1372,69
84804100,Injection or compression type moulds for m  tal or metal carbides,PCS,269,10444,497
84804900,Moulds for metal or metal carbides (excl  i jection or compression),PCS,176,83132,877
84805000,Moulds for glass  . .,PCS,36,1,0
84806000,Moulds for mineral materials  . .,PCS,45,3694,132
84807100,Injection or compression type moulds for r  bber or plastics.,PCS,2055,26901,1345
84807900,Moulds for rubber or plastics (excl injec t on of compression),PCS,3378,21744,795
84811000,Pressure-reducing valves  . .,PCS,107832,14300,4406
84812000,Valves for the control of oleohydraulic or  pneumatic transmission,PCS,5258,5784,1720
84813000,Check (nonreturn) valves  . .,PCS,22655,9636,2918
84814000,Safety or relief valves   .,PCS,82770,16566,5056
84818010,Gas regulator's valve,PCS,17272,11763,4181
84818020,Oxygen cylinder valve,PCS,517,53,13
84818090,"Other appliances such as taps, cocks and o  her valves, nes",PCS,404085,233921,64369
84819000,Parts of valves and similar appliances of   481,PCS,541890,31445,7413
84821000,Ball bearings  . .,PCS,156749,52734,10196
84822000,"Tapered roller bearings, including cone an   tapered roller assemblies",PCS,19152,52395,9631
84823000,Spherical roller bearings   .,PCS,430,4841,905
84824000,"Needle roller bearings, including cage and needle roller assemblies",PCS,2040,563,104
84825000,"Other cylindrical roller bearings, including cage and roller assemblies",PCS,323,724,135
84828000,"Ball or roller bearings (incl combined ba l /roller bearings), nes",PCS,23523,3364,628
84829100,"Balls, needles and rollers   .",PCS,20816,2116,395
84829900,"Parts of ball or roller bearings (excl ba l s, needles and rollers)",PCS,3567,7927,1461
84831000,Transmission shafts (incl cam and crank s h fts) and cranks,PCS,10483,15312,4484
84832000,"Bearing housings, incorporating ball or ro  ler bearings.",PCS,8840,4993,1471
84833000,"Bearing housings, nes; plain shaft bearing  .",PCS,8780,8112,2465
84834000,Gears and gearing; ball or roller screws;   ear boxes and other speed changers,PCS,5196,22033,6188
84835000,Flywheels and pulleys (incl pulley blocks ) .,PCS,4329,7753,2291
84836000,Clutches and shaft couplings  (incl unive r al joints),PCS,12854,12234,3559
84839000,"Toothed wheels,chain sprockets and other t  ansmission elem presented separately:",PCS,15205,9661,2899
84841000,Gaskets of metal combined with other ma ter als or >1 metal layer,PCS,6523,2038,381
84842000,Mechanical seals  . .,PCS,1885,3634,677
84849000,Sets or assortments of gaskets and similar  joints,PCS,4525,1249,218
84859000,Parts,PCS,67,253,47
84863000,Machines and apparatus for the manufacture  of flat panel displays,PCS,1,473,62
84871000,Ships' propellers and blades therefor   .,PCS,5,93,17
84879000,"Others - machinery parts, not containing e  ectrical connectors, insulators, coil",PCS,3578,3869,625
85011000,Motors of an output =<375 W   .,PCS,35466,8630,2143
85012000,Universal ac/dc motors of an output >375  W .,PCS,525,4506,1346
85013100,Dc motors and generators of an output =<75   W,PCS,1457,998,244
85013200,Dc motors and generators of an output >750  W-<=75 kW,PCS,463,631,157
85013300,Dc motors and generators of an output >75   W-<=375 kW,PCS,77,758,221
85013400,Dc motors and generators of an output >375  kW,PCS,3,25784,258
85014000,"Ac motors, single-phase   .",PCS,918,6491,1545
85015100,"Ac motors, multi-phase, of an output =<750  W",PCS,66,2167,600
85015200,"Ac motors, multi-phase, of an output >750   -<=75 kW.",PCS,532,24854,6080
85015300,"Ac motors, multi-phase, of an output >75 k  .",PCS,54,17081,4121
85016100,Ac generators (alternators) of an output =  75 kVA,PCS,11,1111,333
85016200,Ac generators (alternators) of an output >  5 kVA-<=375 kVA,PCS,104,889,226
85016400,Ac generators (alternators) of an output >  50 kVA,PCS,24,82254,823
85017200,Of an output exceeding 50 W,PCS,24,168,50
85021110,"Generating sets with compression-ignition   iston engines, =<75 kVA",PCS,68,3956,1131
85021190,"Generating sets with compression-ignition   iston engines, =<75 kVA",PCS,128,64585,11994
85021200,Generating sets with compressionignition  p ston engines > 75 KVA,PCS,33,46295,8521
85021300,"Generating sets with compression-ignition   iston engines, >375 kVA",PCS,8,43853,8237
85022000,Generating sets with spark-ignition intern  l combustion piston engines,PCS,36,7945,1758
85023900,"Generating sets,(exclwind-powered) nes   .",PCS,16,2,1
85024000,Electric rotary converters   .,PCS,100,11,3
85030010,Parts suitable for machines of 8501 or 85 0 .,PCS,124,4795,191
85030090,Parts suitable for machines of 8501 or 85 0 .,PCS,539,1815,316
85041000,Ballasts for discharge lamps or tubes   .,PCS,828,1849,524
85042100,"Liquid dielectric transformers, power hand  ing capacity =<650kva",PCS,229,19814,2658
85042200,"Liquid dielectric transformers, power hand  ing capacity 650-10000kva",PCS,1032,129358,22410
85042300,"Liquid dielectric transformers, power hand  ing capacity >10000kva",PCS,12,302721,3043
85043100,"Transformers, nes, power handling capacity  =<1kva",PCS,8069,27597,2652
85043200,"Transformers, nes, power handling capacity  -16kva",PCS,13942,20396,6128
85043300,"Transformers, nes, power handling capacity  16-500kva",PCS,11,815,244
85043400,"Transformers, nes, power handling capacity  >500kva",PCS,7,119589,15182
85044010,AC/DC Flat charger for electric vehicles,PCS,18164,75929,1711
85044020,Mobile phone charger,PCS,214582,12046,3613
85044090,Other static converters,PCS,120830,76273,15193
85045000,"Inductors, nes   .",PCS,157511,38731,11464
85049000,"Parts of transformers, inductors and stati   converters (heading 8504)",PCS,734048,51207,8076
85051100,Permanent magnets and articles becoming pe  manent magnets of metal,PCS,34273,1812,440
85051900,Permanent magnets and articles becoming pe  manent magnets (excl metal),PCS,240142,1015,212
85052000,"Electro-magnetic couplings, clutches and b  akes.",PCS,30,629,152
85059000,"Electro-magnetic or permanent magnet chuck  , etc; parts of magnets",PCS,458,5511,1340
85061000,"Primary cells and primary batteries, manga  ese dioxide",PCS,868525,6470,2935
85063000,"Primary cells and primary batteries, mercu  ic oxide.",PCS,3,4,2
85065000,"Primary cells and primary batteries, lithi  m",PCS,12634,805,385
85068000,Other primary cells and primary batteries   .,PCS,119750,4502,2091
85069000,Parts of primary cells and primary batteri  s,PCS,100,18,5
85071000,Lead-acid accumulators for starting piston  engines,PCS,38626,132272,55674
85072000,Lead-acid accumulators (excl for starting   iston engines),PCS,20924,171693,72822
85076000,Lithiumion . .,PCS,172249,11516,4289
85078010,Power bank (Battery Pack),PCS,10473,4171,1790
85078090,Other accumulator,PCS,15738,7763,3375
85079000,Parts of electric accumulators,PCS,16447,5894,1274
85081100,"Vacuum Cleaners with electric motor of a p  wer <=1,500 W & having a dust bag <=",PCS,2220,11660,4202
85081900,Other vacuum cleaners with self contained   lectric motor,PCS,1265,5590,2036
85086000,Other vacuum cleaners   .,PCS,2821,1214,477
85087000,Parts of vaccum cleaners  .,PCS,2337,710,311
85094000,Electro-mechanical domestic food grinders/  ixers/juice extractors,PCS,19090,20365,4771
85098000,"Electro-mechanical domestic appliances, ne  , with electric motor",PCS,1559,2217,545
85099000,Parts of electro-mechanical domestic appli  nces.,PCS,108982,3952,955
85101000,Shavers with self-contained electric motor  .,PCS,25904,10131,3231
85102000,Hair clippers with self-contained electric  motor,PCS,5675,2112,633
85103000,"Hair-removing appliances with self-contain  d electric motor, (excl shavers & cli",PCS,1706,450,173
85109000,Parts of shavers and hair clippers with se  f-contained electric motor,PCS,860,44,27
85111000,Sparking plugs   .,PCS,104022,7766,2621
85112000,Ignition magnetos; magneto-dynamos; magnet  c flywheels,PCS,1537,935,241
85113000,Distributors; ignition coils  . .,PCS,4152,1497,495
85114000,Starters motors and dual purposes starter  generators,PCS,5191,4732,1522
85115000,"Generators, nes, for internal combustion e  gines",PCS,41,346,117
85118000,"Ignition/starting equipment, nes, for internal combustion engines",PCS,3556,725,241
85119000,Parts of electrical ignition/starting equi  ment of 8511.,PCS,34771,5745,1603
85121000,Lighting or visual signalling equipment fo   bicycles,PCS,129,60,19
85122000,Lighting or visual signalling equipment fo   motor vehicles,PCS,114921,31219,10028
85123000,Sound signalling equipment for cycles or m  tor vehicles.,PCS,7427,1807,555
85124000,"Windscreen wipers, defrosters and demister   for motor vehicles",PCS,12664,2315,798
85129000,"Parts of vehicle lighting/signalling, etc,  equipment of 8512",PCS,8503,3124,1119
85131000,"Portable electric lamps worked by dry batteries, accumulators, magnetos.",PCS,311126,23068,7129
85139000,Parts of portable electric lamps of 8513  . .,PCS,6,1,0
85141100,Hot isostatic presses,PCS,5,431,56
85141900,Other,PCS,9,1120,146
85142000,Furnaces and ovens functioning by inductio   or dielectric loss,PCS,50,240668,31288
85143000,"Industrial or laboratory furnaces and oven  , nes",PCS,99,182162,23683
85144000,"Industrial or laboratory furnaces and oven, nes",PCS,11,1963,477
85149000,"Parts of industrial or laboratory furnaces  and ovens, etc, of 8514",PCS,227,6670,868
85151100,Soldering irons and guns  . .,PCS,2112,270,56
85151900,"Brazing or soldering machines and apparatu  , nes",PCS,2730,553,23
85152100,"Machines for resistance welding of metal,   ully or partly automatic.",PCS,271,572,107
85152900,"Machines and apparatus for resistance weld  ng of metal, not automatic",PCS,287,3692,685
85153100,"Machines for arc (incl plasma arc) weldin g of metals, automatic.",PCS,165,1281,239
85153900,"Machines for arc (incl plasma arc) weldin g of metals, not automatic.",PCS,221,10530,1967
85158000,"Machines and apparatus for welding/sprayin   of metals, nes",PCS,1573,11497,2144
85159000,"Parts of soldering, brazing, welding, etc,  machines/apparatus of 8515",PCS,14540,2546,467
85161000,Electric instantaneous or storage water he  ters and immersion heaters,PCS,18428,33354,8118
85162100,Electric storage heating radiators   .,PCS,8,118,29
85162900,"Electric space heating and soil heating ap  aratus, nes",PCS,1996,6001,1459
85163100,Electro-thermic hair dryers   .,PCS,36837,12367,3100
85163200,"Electro-thermic hair-dressing apparatus, e  c (excl dryers)",PCS,9398,1713,484
85163300,Electro-thermic hand-drying apparatus   .,PCS,210,208,51
85164000,Electrical smoothing irons   .,PCS,13424,6120,1428
85165000,Microwave ovens   .,PCS,1537,21326,5141
85166011,Induction stove,PCS,4315,8356,1198
85166012,Infrared stove,PCS,8713,17893,2528
85166019,Others,PCS,21,1067,196
85166020,Rice cooker,PCS,29249,38989,9475
85166030,"Electric Kettle, jug use for boiling water",PCS,29756,10571,2581
85166090,"Other ovens, cooking plates, boiling rings, grillers & roaster",PCS,1924,12253,2978
85167100,Electro-thermic coffee or tea makers  . .,PCS,243,13007,3161
85167200,Electro-thermic toasters  . .,PCS,82,799,194
85167910,Electric insect trap,PCS,52,196,28
85167990,Other electro thermic appliances,PCS,44553,46496,11565
85168000,Electric heating resistors (excl those of   545).,PCS,27893,4678,1179
85169000,Parts of electro-thermic appliances,PCS,1489911,29153,5447
85171100,Line telephone sets with cordless handsets  .,PCS,12019,6440,837
85171300,Smartphones,PCS,176249,2574357,480077
85171400,Other telephones,PCS,157530,141928,22461
85171800,Other telephone sets  . .,PCS,112,784,102
85176100,Base stations  . .,PCS,785,793,148
85176210,Smart watch,PCS,37291,39550,11924
85176220,Networking switch,PCS,3054,118418,13045
85176230,Router,PCS,99975,408370,76171
85176290,Other appartus for transmission or reception of voice image or other data,PCS,7974,93738,9310
85176900,"Other apparatus for transmission or recept  on of voice, images or other data",PCS,1868,19995,3743
85177100,Aerials and aerial reflectors of all kinds; parts suitable for use therewith,PCS,6124,66133,15899
85177900,Other,PCS,169615,112715,27676
85181000,Microphones and stands therefor   .,PCS,5255,6946,1156
85182100,"Single loudspeakers, mounted in their encl  sures",PCS,10869,17252,5042
85182200,"Multiple loudspeakers, mounted in the same  enclosure",PCS,90181,57781,17830
85182900,"Loudspeakers, not mounted in encloseurs   .",PCS,12729,13085,3959
85183000,"Headphones, earphones whether or not combi  ed with a microphone & setmore louds.",PCS,523494,57975,17892
85184000,Audio-frequency electric amplifiers   .,PCS,766,7021,2258
85185000,Electric sound amplifier sets   .,PCS,7614,5961,1852
85189000,Parts of apparatus of 8518   .,PCS,15437,1502,294
85192000,"Apparatus operated by coins, banknotes, ba  k cards, tokens or by other means of",PCS,186,42,10
85193000,Turntables (recorddecks)  . .,PCS,179,56,14
85198100,"Other sound recording or reproducing appar  tus using magnetic,optical or semicon",PCS,1,64,16
85198900,"Other sound recording or reproducing appar  tus, nes.",PCS,11374,1313,357
85211000,"Video recording or reproducing apparatus,   ith or without video tuner,magnetic t",PCS,2759,7419,1820
85219000,"Video recording or reproducing apparatus,   ith or without video tuner,exclmagta.",PCS,1636,8287,2004
85221000,Pick-up cartridges   .,PCS,2,19,4
85229010,Parts & assessories of sound recorders & r  producers,PCS,40,25,6
85229090,"Parts & accessories of other apparatus oth  r than deck,sound recorder&cartidges.",PCS,122,3705,900
85232100,Cards incorporating a magnetic stripe   .,PCS,333204,31876,5946
85232900,Other magnetic storage device,PCS,14,2810,524
85234100,Optical media Unrecorded  .,PCS,12004,88,16
85234910,"Discs, tapes, solid-state devices with software (firmware)",PCS,1511,72932,12958
85234990,Others,PCS,3644,1268,239
85235100,Solidstate nonvolatile storage devices   .,PCS,12741,6413,1292
85235210,Smart cards   .,PCS,1121511,55076,10272
85235220,Memory card,PCS,77501,2451,457
85235290,Smart cards   .,PCS,105637,6547,1221
85235900,Other semiconductor media   .,PCS,25,72,14
85238000,Others,PCS,1129,21427,958
85241900,Other,PCS,3520,16544,2366
85249100,Of liquid crystals,PCS,23,49,15
85249200,Of organic light-emitting diodes (OLED),PCS,51,166,50
85249900,Other,PCS,1,29,9
85255000,Transmission apparatus   .,PCS,59,63072,84
85256000,Transmission apparatus incorporating recep  ion apparatus,PCS,83,2947,550
85258110,Television Camera,PCS,1619,4940,923
85258120,Digital Camera,PCS,21,1226,235
85258130,Video Camera Recorder,PCS,15,1365,70
85258210,Television Camera,PCS,600,1083,202
85258330,Video Camera Recorder,PCS,2328,11388,2126
85258910,Television Camera,PCS,4195,16815,3139
85258920,Digital Camera,PCS,5405,17309,3236
85258930,Video Camera Recorder,PCS,9412,17857,3344
85261000,Radar apparatus   .,PCS,6,317,59
85269100,Radio navigational aid apparatus  . .,PCS,613,3152,944
85269200,Radio remote control apparatus   .,PCS,32530,1809,547
85271200,Pocket-size radio cassette players   .,PCS,2129,378,101
85271900,"Radio receivers, portable, (excl sound re c rding/reproducing apparatus) nes.",PCS,12898,1828,468
85272100,"Radio receivers for motor vehicles, with s  und reproducing apparatus",PCS,124,10,2
85272900,"Radio receivers for motor vehicles, nes   .",PCS,3,127,31
85279200,Reception apparatus for radio broadcasting  without sound recording/reproducing a,PCS,50,88,21
85279900,"Other reception apparatus for radio broadc  sting, nes",PCS,1478,1284,371
85284200,Capable of directly connecting to and designed for use with an automatic data process,PCS,18,822,20
85284900,Other - CRT monitors  . .,PCS,1092,342,363
85285210,Monitor having diagnal lenth upto 23 inch design for use of heading 8471,PCS,5582,32839,6150
85285290,Monitor having diagnal lenght more than 23 inch for use of heading 8471,PCS,463,14030,4995
85285900,"Other monitors, nes   .",PCS,833,30043,14587
85286200,Capable of directly connecting to and designed for use with an automatic data process,PCS,1,1,0
85286900,Other projectors  . .,PCS,1389,31293,7650
85287100,Reception apparatus for TV not designed to  incorporate a video display or screen,PCS,17900,53230,15962
85287211,Colour Television unassembleed up 48 inch,PCS,40,283,35
85287219,Other Colour Television,PCS,19,352,140
85287291,Other colour television upto 48 inch,PCS,2421,34573,16988
85287299,others television,PCS,198,8291,5108
85291000,Aerials and aerial reflectors of all kinds  and parts thereof,PCS,1307,15418,3750
85299010,Parts of television receiver (color)  . .,PCS,33785,37054,9436
85299090,Parts of apparatus of heading 8525-8528  ex ept for television receiver,PCS,127777,2717,543
85308000,"Electrical signalling equipment for roa ds, inland waterways.",PCS,7777,9023,2703
85309000,"Parts of electrical signalling equipment f  r railways, etc, of 8530.",PCS,58,911,273
85311000,Electrical burglar or fire alarms and simi  ar apparatus.,PCS,58503,7161,1795
85312000,Indicator panels with liquid crystal devic  s (LCD) or light emitting diodes (LED,PCS,8181,5220,1294
85318000,"Electrical apparatus for sound/visual sign  lling, nes(bells,sirens,burglar,fire",PCS,8983,1562,378
85319000,Parts of apparatus of 8531   .,PCS,2598,5109,1239
85321000,Fixed capacitors for 50/60 hz circuits hav  ng power capacity >=05kvar,PCS,1442,20751,3550
85322100,Fixed electrical capacitors of tantalum   .,PCS,300,10,2
85322200,Fixed electrical capacitors of aluminium e  ectrolyte,PCS,236,131,32
85322400,"Fixed electrical capacitors of ceramic die  ectric, multilayer",PCS,8000,14,3
85322500,Fixed electrical capacitors of dielectric   f paper or plastics,PCS,8313,288,70
85322900,"Fixed electrical capacitors, nes  . .",PCS,5158,1261,296
85323000,Electrical variable or adjustable (pre-set   capacitors,PCS,2312,230,56
85329000,Parts of electrical capacitors of 8532   .,PCS,173,3295,330
85331000,"Fixed carbon resistors, composition or fil   types",PCS,15,11,3
85332100,Fixed resistors for a power handling capac  ty =<20w.,PCS,10829,30,7
85332900,Fixed resistors for a power handling capac  ty >20w,PCS,8,25,6
85333100,Wirewound variable resistors for a power h  ndling capacity =<20w,PCS,18,16,4
85333900,Wirewound variable resistors for a power h  ndling capacity >20 W,PCS,3,29,7
85334000,"Variable resistors, nes (incl rheostats a n  potentiometers).",PCS,33,70,17
85339000,"Parts of electrical resistors, rheostats a  d potentiometers.",PCS,106,149,36
85340000,Printed circuits  . .,PCS,31184,2944,726
85351000,"Fuses, >1000 V   .",PCS,22580,3939,1038
85352100,Automatic circuit breakers for a voltage 1  -725 kV,PCS,36,2781,700
85352900,Automatic circuit breakers for a voltage >  25 kV,PCS,4,418,122
85353000,"Isolating switches and make-and-break swit  hes, >1000 V.",PCS,78,6043,876
85354000,"Lightning arresters, voltage limiters and   urge suppressors, >1000 V",PCS,3376,43700,2209
85359000,"Other apparatus for switching electrica l c rcuits, >1000 V, nes.",PCS,3591,28432,2620
85361000,"Fuses, =<1000 V   .",PCS,66337,5576,1666
85362000,"Automatic circuit breakers, =<1000 V  . .",PCS,219565,74352,20894
85363000,"Apparatus for protecting electrical circui  s, nes, =<1000  V",PCS,6516,3741,1122
85364100,Relays for a voltage =<60 V   .,PCS,6222,1904,540
85364900,Relays for a voltage 60-1000 V   .,PCS,216810,13455,3636
85365000,"Switches, nes, =<1000 V   .",PCS,1396830,57392,17260
85366100,"Lamp-holders, =<1000 V   .",PCS,84961,1448,436
85366900,"Plugs and sockets, =<1000 V   .",PCS,821843,66946,20222
85367000,"Connectors for optical fibres, optical fib  e bundles or cables",PCS,150723,63286,18887
85369000,"Apparatus for switching electrical circ uit , nes, =<1000 V",PCS,499279,19359,4979
85371000,"Boards equipped with two or more appara tus of 8535 or 8536, voltage =<1000 V",PCS,50403,194027,20561
85372000,"Boards equipped with two or more appara tus of 8535 or 8536, voltage >1000 V.",PCS,843,54574,10488
85381000,"Boards desks, cabinets and other bases  for goods of 8537, not equipped",PCS,192496,24971,5215
85389000,"Parts of apparatus of 8535 to 8537, nes   .",PCS,512592,25358,5823
85391000,Sealed beam lamp units   .,PCS,1293,583,175
85392100,Tungsten halogen filament lamps (excl ult r -violet or infra-red lamps),PCS,87324,3842,1145
85392900,"Filament lamps, nes (excl ultra-violet o r  nfra red lamps)",PCS,517533,38745,11595
85393100,"Discharge lamps, other than ultra-violet l  mps, fluorescent, hot cathode",PCS,390243,5962,1786
85393200,Mercury or sodium vapour lamps; metal hali  e lamps,PCS,1298,566,170
85393900,"Discharge lamps, other than ultra-violet l  mps, mercury or sodium vapour lamps,",PCS,111369,1012,303
85394100,Arc-lamps  . .,PCS,33170,1734,520
85394900,Ultra-violet or infra-red lamps   .,PCS,8021,798,237
85395100,Light-emitting diode (LED) modules,PCS,178307,12733,4068
85395200,Light-emitting diode (LED) lamps,PCS,262256,17494,5199
85399000,Parts for electric filament or discharge l  mps,PCS,1371749,14516,3599
85402000,Television camera tubes; image converters/  ntensifiers; photo-cathode tubes.,PCS,6,1,0
85408100,Receiver or amplifier valves and tubes   .,PCS,1,3,1
85409900,Parts of tubes and valves of 8540 (excl  pa ts of cathode-ray tubes).,PCS,16,105,31
85411000,Diodes (excl photosensitive or light emit t ng diodes),PCS,23,130,4
85412900,"Transistors (excl phototransistors), with    dissipation rate >=1w",PCS,143,322,42
85413000,"Thyristors, diacs and triacs, other than p  otosensitive devices.",PCS,13,88,11
85414100,Light-emitting diodes (LED),PCS,1642,187,24
85414300,Photovoltaic cells assembled in modules or made up into panels,PCS,1,29,4
85414910,Solar Panel and Module,PCS,6759,98879,1
85415100,Semiconductor-based transducers,PCS,5,22,7
85415900,Other,PCS,3115,23,7
85416000,Mounted piezo-electric crystals   .,PCS,1,0,0
85419000,Parts of devices of 8541  . .,PCS,81,177,23
85423100,"Processors and controllers, whether or not  combined with memories, converters, l",PCS,921,605,80
85423200,Memories,PCS,162,608,79
85423300,Amplifiers,PCS,1448,110,16
85423900,Other electronic integrated circutes (ICs),PCS,4893,140,18
85429000,Parts of electronic integrated circuits (h  ading 8542),PCS,274,89,12
85431000,Particle accelerators,PCS,14,131,32
85432000,Signal generators,PCS,5,26,15
85433000,"Machines/apparatus for electroplating, electrolysis or electrophoresis",PCS,9,159,21
85434000,Electronic cigarettes and similar personal electric vaporising devices,PCS,140507,7533,4725
85437000,"Other machines and apparatus having indivi  ual function, not specified in this c",PCS,78343,4573,2518
85439000,"Parts of electrical machines/apparatus wit   individual functions, nes",PCS,297,1089,142
85441100,Winding wire of copper,MTR,196225,2755,827
85441900,Winding wire (excl of copper),MTR,1247991,10895,3227
85442000,Co-axial cable and other co-axial electric  conductors.,MTR,874112,22764,6774
85443000,"Ignition wiring sets and other wiring sets  for vehicles, aircraft or ships",PCS,144280,6810,2034
85444200,"Electric conductors, for a voltage <=1000V  fitted with connectors",MTR,236750,21889,1595
85444900,"Electric conductors, nes, for a voltage <=  000V, not fitted with connectors.",MTR,9642805,105129,31026
85446000,"Electric conductors, nes, for a voltage >1  00 V.",MTR,823415,168952,18592
